fips,name,state,state_full,twitter,twitterYN,twitterNotes,twitter_active_COVID,twitter_active_last60,facebookYN,facebookNotes,notes,district,user_id,tweet,date,time,link,year,month,day
26053,Gogebic County,MI,Michigan,westernuphealth,1,NA,Yes,No,0,NA,NA,Western Upper Peninsula Health Department - Michigan,1623676812,"@michaelhbabcock @TimothyScarlett Also, for anyone who does not have access to the internet, they can call 211 for assistance with getting  onto the WUPHD waitlist.",3/18/2021,9:07:22,https://twitter.com/WesternUPHealth/status/1372535097094672385,2021,3,18
26055,Grand Traverse County,MI,Michigan,gtchd,1,DoubleCheck,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26057,Gratiot County,MI,Michigan,mmdhd2,1,NA,Yes,Yes,1,NA,NA,Mid-Michigan Health Department,2227272378,The flu and COVID-19 cases are rising. Get vaccinated now!  https://t.co/cPJEGGpef5,11/24/2021,9:11:00,https://twitter.com/MMDHD2/status/1463510465196150785,2021,11,24
26059,Hillsdale County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26061,Houghton County,MI,Michigan,westernuphealth,1,NA,Yes,No,0,NA,NA,Western Upper Peninsula Health Department - Michigan,1623676812,"@michaelhbabcock @TimothyScarlett Also, for anyone who does not have access to the internet, they can call 211 for assistance with getting  onto the WUPHD waitlist.",3/18/2021,9:07:22,https://twitter.com/WesternUPHealth/status/1372535097094672385,2021,3,18
26063,Huron County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26065,Ingham County,MI,Michigan,inghamhealth,1,NA,Yes,Yes,1,NA,NA,NA,31844065,What’s on the menu for your Thanksgiving? The Public Health Communications Collaborative shared a new recipe to help you enjoy the holiday safely and to protect yourself and others from COVID-19. #Thanksgiving2021  Learn more:  https://t.co/oBR1Hjo1M9 or  https://t.co/WILKJaNUGj  https://t.co/SvlL7HC7Nd,11/22/2021,11:46:51,https://twitter.com/InghamHealth/status/1462824912457019397,2021,11,22
26067,Ionia County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26069,Iosco County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26071,Iron County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26073,Isabella County,MI,Michigan,cmidhd,1,NA,Yes,No,0,NA,NA,Central Michigan District Health Department,148836418,"Turn over a new leaf and quit today. For free help, visit  https://t.co/Zj943yMUJ2.  https://t.co/sZSP2GHSdX",10/27/2020,8:02:30,https://twitter.com/CMiDHD/status/1321059694992121858,2020,10,27
26075,Jackson County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26077,Kalamazoo County,MI,Michigan,kzoocountyhcs,1,NA,Yes,No,0,NA,NA,NA,3342835029,including a dedicated public health workforce. This recognition of Dr. Nettleton reflects the dedication of all of our employees who are working to improve our community’s health. Congratulations to all the honorees!   https://t.co/9e7l4rijQo 2/2,9/14/2021,14:25:34,https://twitter.com/KzooCountyHCS/status/1437844990504415237,2021,9,14
26079,Kalkaska County,MI,Michigan,midhd10,1,NA,Yes,Yes,0,NA,NA,District Health Department 10 - Michigan,8.77E+17,PFIZER COVID-19 BOOSTER DOSE NOW APPROVED FOR SOME;  MODERNA AND J&amp;J NOT CURRENTLY APPROVED   District Health Department #10 (DHD#10) reports that the Advisory Committee on Immunization Practices (ACIP) voted on September 23 to recommend a single Pfizer-…  https://t.co/cvad0Jj70h  https://t.co/nQtc10gPwg,9/27/2021,16:40:52,https://twitter.com/MiDHD10/status/1442590084117630977,2021,9,27
26081,Kent County,MI,Michigan,kchd,1,NA,No,No,0,NA,Outdated-Add District,NA,22488919,https://t.co/j5tkAdSveX,4/24/2019,9:41:42,https://twitter.com/KCHD/status/1121046558814932994,2019,4,24
26083,Keweenaw County,MI,Michigan,westernuphealth,1,NA,Yes,No,0,NA,NA,Western Upper Peninsula Health Department - Michigan,1623676812,"@michaelhbabcock @TimothyScarlett Also, for anyone who does not have access to the internet, they can call 211 for assistance with getting  onto the WUPHD waitlist.",3/18/2021,9:07:22,https://twitter.com/WesternUPHealth/status/1372535097094672385,2021,3,18
26085,Lake County,MI,Michigan,midhd10,1,NA,Yes,Yes,0,NA,NA,District Health Department 10 - Michigan,8.77E+17,PFIZER COVID-19 BOOSTER DOSE NOW APPROVED FOR SOME;  MODERNA AND J&amp;J NOT CURRENTLY APPROVED   District Health Department #10 (DHD#10) reports that the Advisory Committee on Immunization Practices (ACIP) voted on September 23 to recommend a single Pfizer-…  https://t.co/cvad0Jj70h  https://t.co/nQtc10gPwg,9/27/2021,16:40:52,https://twitter.com/MiDHD10/status/1442590084117630977,2021,9,27
26087,Lapeer County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26089,Leelanau County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26091,Lenawee County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26093,Livingston County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26095,Luce County,MI,Michigan,lmasdhd,1,NA,No,No,1,NA,NA,Luce-Mackinac-Alger-Schoolcraft Health District - Michigan,2962338622,https://t.co/br0NQQruQd,4/29/2019,21:04:50,https://twitter.com/LMASDHD/status/1123030416951316482,2019,4,29
26097,Mackinac County,MI,Michigan,lmasdhd,1,NA,No,No,1,NA,NA,Luce-Mackinac-Alger-Schoolcraft Health District - Michigan,2962338622,https://t.co/br0NQQruQd,4/29/2019,21:04:50,https://twitter.com/LMASDHD/status/1123030416951316482,2019,4,29
26099,Macomb County,MI,Michigan,mchdhealth,1,DoubleCheck,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26101,Manistee County,MI,Michigan,midhd10,1,NA,Yes,Yes,0,NA,NA,District Health Department 10 - Michigan,8.77E+17,PFIZER COVID-19 BOOSTER DOSE NOW APPROVED FOR SOME;  MODERNA AND J&amp;J NOT CURRENTLY APPROVED   District Health Department #10 (DHD#10) reports that the Advisory Committee on Immunization Practices (ACIP) voted on September 23 to recommend a single Pfizer-…  https://t.co/cvad0Jj70h  https://t.co/nQtc10gPwg,9/27/2021,16:40:52,https://twitter.com/MiDHD10/status/1442590084117630977,2021,9,27
26103,Marquette County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26105,Mason County,MI,Michigan,midhd10,1,NA,Yes,Yes,0,NA,NA,District Health Department 10 - Michigan,8.77E+17,PFIZER COVID-19 BOOSTER DOSE NOW APPROVED FOR SOME;  MODERNA AND J&amp;J NOT CURRENTLY APPROVED   District Health Department #10 (DHD#10) reports that the Advisory Committee on Immunization Practices (ACIP) voted on September 23 to recommend a single Pfizer-…  https://t.co/cvad0Jj70h  https://t.co/nQtc10gPwg,9/27/2021,16:40:52,https://twitter.com/MiDHD10/status/1442590084117630977,2021,9,27
26107,Mecosta County,MI,Michigan,midhd10,1,NA,Yes,Yes,0,NA,NA,District Health Department 10 - Michigan,8.77E+17,PFIZER COVID-19 BOOSTER DOSE NOW APPROVED FOR SOME;  MODERNA AND J&amp;J NOT CURRENTLY APPROVED   District Health Department #10 (DHD#10) reports that the Advisory Committee on Immunization Practices (ACIP) voted on September 23 to recommend a single Pfizer-…  https://t.co/cvad0Jj70h  https://t.co/nQtc10gPwg,9/27/2021,16:40:52,https://twitter.com/MiDHD10/status/1442590084117630977,2021,9,27
26109,Menominee County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26111,Midland County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26113,Missaukee County,MI,Michigan,midhd10,1,NA,Yes,Yes,0,NA,NA,District Health Department 10 - Michigan,8.77E+17,PFIZER COVID-19 BOOSTER DOSE NOW APPROVED FOR SOME;  MODERNA AND J&amp;J NOT CURRENTLY APPROVED   District Health Department #10 (DHD#10) reports that the Advisory Committee on Immunization Practices (ACIP) voted on September 23 to recommend a single Pfizer-…  https://t.co/cvad0Jj70h  https://t.co/nQtc10gPwg,9/27/2021,16:40:52,https://twitter.com/MiDHD10/status/1442590084117630977,2021,9,27
26115,Monroe County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26117,Montcalm County,MI,Michigan,mmdhd2,1,NA,Yes,Yes,1,NA,NA,Mid-Michigan Health Department,2227272378,The flu and COVID-19 cases are rising. Get vaccinated now!  https://t.co/cPJEGGpef5,11/24/2021,9:11:00,https://twitter.com/MMDHD2/status/1463510465196150785,2021,11,24
26119,Montmorency County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26121,Muskegon County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26123,Newaygo County,MI,Michigan,midhd10,1,NA,Yes,Yes,0,NA,NA,District Health Department 10 - Michigan,8.77E+17,PFIZER COVID-19 BOOSTER DOSE NOW APPROVED FOR SOME;  MODERNA AND J&amp;J NOT CURRENTLY APPROVED   District Health Department #10 (DHD#10) reports that the Advisory Committee on Immunization Practices (ACIP) voted on September 23 to recommend a single Pfizer-…  https://t.co/cvad0Jj70h  https://t.co/nQtc10gPwg,9/27/2021,16:40:52,https://twitter.com/MiDHD10/status/1442590084117630977,2021,9,27
26125,Oakland County,MI,Michigan,publichealthoc,1,NA,Yes,Yes,1,NA,NA,NA,1093058394,There are rising flu and #COVID19 cases in #OaklandCounty. Wearing a mask protects others in your community.  https://t.co/eDbW5Akdwf @MichiganHHS  https://t.co/Fgc4QgrKR4,11/24/2021,15:50:02,https://twitter.com/publichealthOC/status/1463610887579729920,2021,11,24
26127,Oceana County,MI,Michigan,midhd10,1,NA,Yes,Yes,0,NA,NA,District Health Department 10 - Michigan,8.77E+17,PFIZER COVID-19 BOOSTER DOSE NOW APPROVED FOR SOME;  MODERNA AND J&amp;J NOT CURRENTLY APPROVED   District Health Department #10 (DHD#10) reports that the Advisory Committee on Immunization Practices (ACIP) voted on September 23 to recommend a single Pfizer-…  https://t.co/cvad0Jj70h  https://t.co/nQtc10gPwg,9/27/2021,16:40:52,https://twitter.com/MiDHD10/status/1442590084117630977,2021,9,27
26129,Ogemaw County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26131,Ontonagon County,MI,Michigan,westernuphealth,1,NA,Yes,No,0,NA,NA,Western Upper Peninsula Health Department - Michigan,1623676812,"@michaelhbabcock @TimothyScarlett Also, for anyone who does not have access to the internet, they can call 211 for assistance with getting  onto the WUPHD waitlist.",3/18/2021,9:07:22,https://twitter.com/WesternUPHealth/status/1372535097094672385,2021,3,18
26133,Osceola County,MI,Michigan,cmidhd,1,NA,Yes,No,0,NA,NA,Central Michigan District Health Department,148836418,"Turn over a new leaf and quit today. For free help, visit  https://t.co/Zj943yMUJ2.  https://t.co/sZSP2GHSdX",10/27/2020,8:02:30,https://twitter.com/CMiDHD/status/1321059694992121858,2020,10,27
26135,Oscoda County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26137,Otsego County,MI,Michigan,nwhealthorg,1,NA,Yes,Yes,0,NA,NA,Health Department of Northwest Michigan,531498598,"RECALL NOTICE: Select code dates of Country Time Lemonade, Tang, Arizona Tea powdered beverages and limited Kool- Aid powdered beverages are being voluntarily recalled in the U.S. due to the potential presence of foreign material.   For full recall list:  https://t.co/Iskr557eiH  https://t.co/5ocyhAkwlG",11/24/2021,14:30:20,https://twitter.com/nwhealthorg/status/1463590827242971140,2021,11,24
26139,Ottawa County,MI,Michigan,miocdph,1,NA,Yes,Yes,0,NA,NA,NA,309128411,View the latest food safety inspection report.  https://t.co/Po5JI9ge1E,11/18/2021,8:12:10,https://twitter.com/miOCDPH/status/1461321332814233603,2021,11,18
26141,Presque Isle County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26143,Roscommon County,MI,Michigan,cmidhd,1,NA,Yes,No,0,NA,NA,Central Michigan District Health Department,148836418,"Turn over a new leaf and quit today. For free help, visit  https://t.co/Zj943yMUJ2.  https://t.co/sZSP2GHSdX",10/27/2020,8:02:30,https://twitter.com/CMiDHD/status/1321059694992121858,2020,10,27
26145,Saginaw County,MI,Michigan,saginawhd,1,DoubleCheck,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26147,St. Clair County,MI,Michigan,scchdmi,1,NA,Yes,No,1,NA,NA,NA,2677649364,"We hope everyone is safe after the severe weather our area experienced yesterday. Due to power outages associated with the storms, the St. Clair County Health Department is closed today.  https://t.co/8cHUofPMjn",9/23/2021,8:12:57,https://twitter.com/scchdmi/status/1441012708242075648,2021,9,23
26149,St. Joseph County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26151,Sanilac County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26153,Schoolcraft County,MI,Michigan,lmasdhd,1,NA,No,No,1,NA,NA,Luce-Mackinac-Alger-Schoolcraft Health District - Michigan,2962338622,https://t.co/br0NQQruQd,4/29/2019,21:04:50,https://twitter.com/LMASDHD/status/1123030416951316482,2019,4,29
26155,Shiawassee County,MI,Michigan,shiahealthdept,1,DoubleCheck,No,No,1,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA
26157,Tuscola County,MI,Michigan,tuscolacountyhd,1,NA,Yes,No,0,NA,NA,NA,1.16E+18,Map to new testing location:  https://t.co/YDIF5gGIeN,10/26/2020,15:35:18,https://twitter.com/TuscolaCountyHD/status/1320811260280213504,2020,10,26
26159,Van Buren County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26161,Washtenaw County,MI,Michigan,wcpublichealth,1,NA,Yes,Yes,1,NA,NA,NA,69577137,"People who may get a booster include: ➡ All adults age 18+ who originally got Moderna or Pfizer, at least 6 months after the second dose  Learn more:  https://t.co/kyOwkqSunt (3/3)",11/24/2021,15:59:55,https://twitter.com/wcpublichealth/status/1463613373262688258,2021,11,24
26161,Washtenaw County,MI,Michigan,wcpublichealth,1,NA,Yes,Yes,1,NA,NA,NA,69577137,"People who should get a booster include: ➡ Those who originally got J&amp;J, at least 2 months after the initial dose ➡ Those who originally got Moderna or Pfizer who are 50+ or who are 18+ and living in long-term care settings, at least 6 months after the 2nd dose (2/3)",11/24/2021,15:59:55,https://twitter.com/wcpublichealth/status/1463613371601723392,2021,11,24
26163,Wayne County,MI,Michigan,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26165,Wexford County,MI,Michigan,midhd10,1,NA,Yes,Yes,0,NA,NA,District Health Department 10 - Michigan,8.77E+17,PFIZER COVID-19 BOOSTER DOSE NOW APPROVED FOR SOME;  MODERNA AND J&amp;J NOT CURRENTLY APPROVED   District Health Department #10 (DHD#10) reports that the Advisory Committee on Immunization Practices (ACIP) voted on September 23 to recommend a single Pfizer-…  https://t.co/cvad0Jj70h  https://t.co/nQtc10gPwg,9/27/2021,16:40:52,https://twitter.com/MiDHD10/status/1442590084117630977,2021,9,27
27001,Aitkin County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27003,Anoka County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27005,Becker County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27007,Beltrami County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27009,Benton County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27011,Big Stone County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27013,Blue Earth County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27015,Brown County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27017,Carlton County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27019,Carver County,MN,Minnesota,carvercoph,1,NA,Yes,Yes,0,NA,DoubleCheck,NA,612777633,Use hand sanitizer the right way. Read the label to apply the correct amount and rub into all hand surfaces until hands are dry.  https://t.co/gQWpCJJB4n  https://t.co/yb0J1MwLO2,11/24/2021,16:40:03,https://twitter.com/CarverCoPH/status/1463623471288700931,2021,11,24
27021,Cass County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27023,Chippewa County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27025,Chisago County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27027,Clay County,MN,Minnesota,claycophmn,1,DoubleCheck,No,No,0,NA,Outdated-Add District - DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27029,Clearwater County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27031,Cook County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27033,Cottonwood County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27035,Crow Wing County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27037,Dakota County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27039,Dodge County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27041,Douglas County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27043,Faribault County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27045,Fillmore County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27047,Freeborn County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27049,Goodhue County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27051,Grant County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27053,Hennepin County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27055,Houston County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27057,Hubbard County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27059,Isanti County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27061,Itasca County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27063,Jackson County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27065,Kanabec County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27067,Kandiyohi County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27069,Kittson County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27071,Koochiching County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27073,Lac qui Parle County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27075,Lake County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27077,Lake of the Woods County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27079,Le Sueur County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27081,Lincoln County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27083,Lyon County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27085,McLeod County,MN,Minnesota,mcleodcohealth,1,NA,Yes,No,0,NA,DoubleCheck,NA,1322772554,Please share this information with someone who may benefit from learning more! Thank you McLeod Alliance for all you do!  https://t.co/LfRey32l9q,7/8/2021,10:03:45,https://twitter.com/McLeodCoHealth/status/1413136730215960601,2021,7,8
27087,Mahnomen County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27089,Marshall County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27091,Martin County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27093,Meeker County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27095,Mille Lacs County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27097,Morrison County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27099,Mower County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27101,Murray County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27103,Nicollet County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27105,Nobles County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27107,Norman County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27109,Olmsted County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27111,Otter Tail County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27113,Pennington County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27115,Pine County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27117,Pipestone County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27119,Polk County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27121,Pope County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27123,Ramsey County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27125,Red Lake County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27127,Redwood County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27129,Renville County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27131,Rice County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27133,Rock County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27135,Roseau County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27137,St. Louis County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27139,Scott County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27141,Sherburne County,MN,Minnesota,shercoph,1,NA,No,No,1,NA,NA,NA,4292061072,Talk with your kids about Severe Weather Prep. Know the facts:  https://t.co/RG65BXEk2N,4/30/2018,10:25:06,https://twitter.com/SherCoPH/status/990960236633690113,2018,4,30
27143,Sibley County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27145,Stearns County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27147,Steele County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27149,Stevens County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27151,Swift County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27153,Todd County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27155,Traverse County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27157,Wabasha County,MN,Minnesota,NA,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA
27159,Wadena County,MN,Minnesota,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
